Published Odometry - x: 0, y: 0, yaw: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 225.555, y: -13.55, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 225.755, y: -13.5662, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 225.955, y: -13.5725, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 226.154, y: -13.5887, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 226.354, y: -13.595, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 226.553, y: -13.6112, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 226.753, y: -13.6174, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 226.952, y: -13.6337, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 227.152, y: -13.6399, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 227.352, y: -13.6561, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 227.552, y: -13.6624, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 227.751, y: -13.6786, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 227.951, y: -13.6849, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 228.15, y: -13.7011, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 228.35, y: -13.7073, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 228.549, y: -13.7236, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 228.749, y: -13.7298, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 228.949, y: -13.746, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 229.149, y: -13.7523, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 229.348, y: -13.7685, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 229.548, y: -13.7747, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 229.747, y: -13.791, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 229.947, y: -13.7972, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 230.146, y: -13.8134, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 230.346, y: -13.8197, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 230.546, y: -13.8359, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 230.746, y: -13.8422, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 230.945, y: -13.8584, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 231.145, y: -13.8646, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 231.344, y: -13.8809, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 231.544, y: -13.8871, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 231.743, y: -13.9033, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 231.943, y: -13.9096, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 232.143, y: -13.9258, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 232.342, y: -13.932, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 232.542, y: -13.9483, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 232.742, y: -13.9545, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 232.941, y: -13.9707, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 233.141, y: -13.977, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 233.34, y: -13.9932, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 233.54, y: -13.9995, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 233.74, y: -14.0157, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 233.939, y: -14.0219, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 234.139, y: -14.0382, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 234.339, y: -14.0444, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 234.538, y: -14.0606, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 234.738, y: -14.0669, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 234.937, y: -14.0831, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 235.137, y: -14.0893, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 235.337, y: -14.1056, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 235.536, y: -14.1118, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 235.736, y: -14.128, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 235.936, y: -14.1343, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 236.135, y: -14.1505, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 236.335, y: -14.1568, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 236.534, y: -14.173, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 236.734, y: -14.1792, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 236.933, y: -14.1955, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 237.133, y: -14.2017, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 237.333, y: -14.2179, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 237.533, y: -14.2242, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 237.732, y: -14.2404, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 237.932, y: -14.2466, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 238.131, y: -14.2629, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 238.331, y: -14.2691, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 238.53, y: -14.2853, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 238.73, y: -14.2916, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 238.93, y: -14.3078, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 239.13, y: -14.3141, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 239.329, y: -14.3303, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 239.529, y: -14.3365, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 239.728, y: -14.3528, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 239.928, y: -14.359, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 240.127, y: -14.3752, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 240.327, y: -14.3815, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 240.527, y: -14.3977, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 240.727, y: -14.404, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 240.926, y: -14.4202, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 241.126, y: -14.4264, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 241.325, y: -14.4426, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 241.525, y: -14.4489, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 241.724, y: -14.4651, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 241.924, y: -14.4714, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 242.124, y: -14.4876, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 242.324, y: -14.4938, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 242.523, y: -14.5101, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 242.723, y: -14.5163, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 242.922, y: -14.5325, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 243.122, y: -14.5388, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 243.321, y: -14.555, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 243.521, y: -14.5613, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 243.721, y: -14.5775, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 243.921, y: -14.5837, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 244.12, y: -14.6, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 244.32, y: -14.6062, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 244.519, y: -14.6224, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 244.719, y: -14.6287, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 244.918, y: -14.6449, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 245.118, y: -14.6511, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 245.318, y: -14.6674, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 245.518, y: -14.6736, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 245.717, y: -14.6898, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 245.917, y: -14.6961, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 246.116, y: -14.7123, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 246.316, y: -14.7186, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 246.515, y: -14.7348, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 246.715, y: -14.741, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 246.915, y: -14.7573, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 247.114, y: -14.7635, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 247.314, y: -14.7797, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 247.514, y: -14.786, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 247.713, y: -14.8022, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 247.913, y: -14.8084, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 248.112, y: -14.8247, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 248.312, y: -14.8309, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 248.512, y: -14.8471, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 248.711, y: -14.8534, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 248.911, y: -14.8696, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 249.111, y: -14.8759, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 249.31, y: -14.8921, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 249.51, y: -14.8983, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 249.709, y: -14.9146, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 249.909, y: -14.9208, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 250.109, y: -14.937, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 250.308, y: -14.9433, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 250.508, y: -14.9595, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 250.708, y: -14.9657, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 250.907, y: -14.982, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 251.107, y: -14.9882, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 251.306, y: -15.0044, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 251.506, y: -15.0107, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 251.705, y: -15.0269, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
